"Date of Landing","Lot_ID","Product_Desc","Quantity","Harvesting_Details","Lot_ID_Desc","Outbreak"
"2022-07-06",7915,"Cocktail Claws Carb Meat",654,"Silver Lake Regional Park","LOT7915 2022-07-06 Silver Lake Regional Park","yes"
"2022-11-15",3987,"Ballon_Fish",379,"DragonFLy Park","LOT3987 2022-11-15 DragonFLy Park","no"
"2023-01-18",3824,"Ballon_Fish",368,"DragonFLy Park","LOT3824 2023-01-18 DragonFLy Park","no"
"2022-02-01",2674,"White_Fish",287,"Feild Point Fishing","LOT2674 2022-02-01 Feild Point Fishing","no"
"2022-09-22",1765,"Lobster",223,"Camp Area Fishing","LOT1765 2022-09-22 Camp Area Fishing","no"
"2022-07-10",5664,"Frog_fish",496,"Bullfrog Fishing Hole","LOT5664 2022-07-10 Bullfrog Fishing Hole","no"
"2021-11-05",9022,"COLOSSAL LUMP crab Meat",732,"Aldred Pond","LOT9022 2021-11-05 Aldred Pond","yes"
"2022-08-11",1651,"Lobster",215,"Camp Area Fishing","LOT1651 2022-08-11 Camp Area Fishing","no"
"2022-04-16",646,"Shrimp",145,"Pond Area Fishing","LOT646 2022-04-16 Pond Area Fishing","no"
"2023-03-10",6853,"Jumbo Lump Crab MEat",580,"Horsepen Pond","LOT6853 2023-03-10 Horsepen Pond","no"
"2022-06-07",3380,"Angel_Fish",337,"Lake Birchwood","LOT3380 2022-06-07 Lake Birchwood","no"
"2023-01-03",5614,"Frog_fish",493,"Beaverdam Creek","LOT5614 2023-01-03 Beaverdam Creek","no"
"2022-01-09",5337,"Frog_fish",474,"Beaverdam Creek","LOT5337 2022-01-09 Beaverdam Creek","no"
"2022-11-03",7340,"Jumbo Lump Crab MEat",614,"Windmill Pond","LOT7340 2022-11-03 Windmill Pond","yes"
"2021-08-03",5965,"Gold Fish",518,"Bullfrog Fishing Hole","LOT5965 2021-08-03 Bullfrog Fishing Hole","no"
"2022-04-06",9469,"COLOSSAL LUMP crab Meat",763,"Tippecanoe Lake","LOT9469 2022-04-06 Tippecanoe Lake","yes"
"2023-03-25",8796,"Claws Crab Meat",716,"Aldred Pond","LOT8796 2023-03-25 Aldred Pond","yes"
"2022-09-21",1207,"Crab or Crab Meat",184,"Pond Area Fishing","LOT1207 2022-09-21 Pond Area Fishing","no"
"2022-10-30",375,"Salmon",126,"Outshore Fishing Area","LOT375 2022-10-30 Outshore Fishing Area","no"
"2022-03-21",2554,"Tuna",279,"Feild Point Fishing","LOT2554 2022-03-21 Feild Point Fishing","no"
"2022-07-08",3546,"Angel_Fish",348,"Lake Birchwood","LOT3546 2022-07-08 Lake Birchwood","no"
"2021-08-18",7483,"Lump Crab Meat",624,"Windmill Pond","LOT7483 2021-08-18 Windmill Pond","yes"
"2021-10-07",1493,"Crab or Crab Meat",204,"Camp Area Fishing","LOT1493 2021-10-07 Camp Area Fishing","no"
"2021-10-07",3961,"Ballon_Fish",377,"DragonFLy Park","LOT3961 2021-10-07 DragonFLy Park","no"
"2022-12-11",1573,"Crab or Crab Meat",210,"Camp Area Fishing","LOT1573 2022-12-11 Camp Area Fishing","no"
"2022-08-26",9635,"Item",774,"Tippecanoe Lake","LOT9635 2022-08-26 Tippecanoe Lake","yes"
"2022-06-21",45,"Salmon",103,"Outshore Fishing Area","LOT45 2022-06-21 Outshore Fishing Area","no"
"2022-07-02",3101,"White_Fish",317,"Feild Point Fishing","LOT3101 2022-07-02 Feild Point Fishing","no"
"2022-07-15",1584,"Lobster",211,"Camp Area Fishing","LOT1584 2022-07-15 Camp Area Fishing","no"
"2022-01-13",2325,"Tuna",263,"Scout high point fishing","LOT2325 2022-01-13 Scout high point fishing","no"
"2021-12-13",1206,"Crab or Crab Meat",184,"Pond Area Fishing","LOT1206 2021-12-13 Pond Area Fishing","no"
"2023-01-07",4607,"Cat_Fish",422,"Quail Ridge Lake Access","LOT4607 2023-01-07 Quail Ridge Lake Access","no"
"2023-01-29",2625,"Tuna",284,"Feild Point Fishing","LOT2625 2023-01-29 Feild Point Fishing","no"
"2021-07-28",4672,"Cat_Fish",427,"Quail Ridge Lake Access","LOT4672 2021-07-28 Quail Ridge Lake Access","no"
"2021-12-16",1603,"Lobster",212,"Camp Area Fishing","LOT1603 2021-12-16 Camp Area Fishing","no"
"2021-12-27",7662,"Lump Crab Meat",636,"Silver Lake Regional Park","LOT7662 2021-12-27 Silver Lake Regional Park","yes"
"2021-09-18",7556,"Lump Crab Meat",629,"Silver Lake Regional Park","LOT7556 2021-09-18 Silver Lake Regional Park","yes"
"2023-03-07",2881,"White_Fish",302,"Feild Point Fishing","LOT2881 2023-03-07 Feild Point Fishing","no"
"2021-12-09",2403,"Tuna",268,"Scout high point fishing","LOT2403 2021-12-09 Scout high point fishing","no"
"2023-02-01",8559,"Claws Crab Meat",699,"Fishing Pier","LOT8559 2023-02-01 Fishing Pier","yes"
"2021-08-21",4604,"Cat_Fish",422,"Quail Ridge Lake Access","LOT4604 2021-08-21 Quail Ridge Lake Access","no"
"2022-03-15",1455,"Crab or Crab Meat",202,"Camp Area Fishing","LOT1455 2022-03-15 Camp Area Fishing","no"
"2022-03-24",4853,"File_Fish",440,"Quail Ridge Lake Access","LOT4853 2022-03-24 Quail Ridge Lake Access","no"
"2022-07-30",1876,"Lobster",231,"Scout high point fishing","LOT1876 2022-07-30 Scout high point fishing","no"
"2021-12-18",345,"Salmon",124,"Outshore Fishing Area","LOT345 2021-12-18 Outshore Fishing Area","no"
"2022-11-22",1514,"Crab or Crab Meat",206,"Camp Area Fishing","LOT1514 2022-11-22 Camp Area Fishing","no"
"2021-07-13",8664,"Claws Crab Meat",706,"Fishing Pier","LOT8664 2021-07-13 Fishing Pier","yes"
"2021-07-29",73,"Salmon",105,"Outshore Fishing Area","LOT73 2021-07-29 Outshore Fishing Area","no"
"2023-03-02",2844,"White_Fish",299,"Feild Point Fishing","LOT2844 2023-03-02 Feild Point Fishing","no"
"2021-12-20",6718,"Red_Snaper_Fish",570,"Horsepen Pond","LOT6718 2021-12-20 Horsepen Pond","no"
"2023-01-14",2895,"White_Fish",303,"Feild Point Fishing","LOT2895 2023-01-14 Feild Point Fishing","no"
"2022-10-18",3461,"Angel_Fish",342,"Lake Birchwood","LOT3461 2022-10-18 Lake Birchwood","no"
"2021-10-16",9412,"COLOSSAL LUMP crab Meat",759,"Tippecanoe Lake","LOT9412 2021-10-16 Tippecanoe Lake","yes"
"2022-07-01",2190,"Tuna",253,"Scout high point fishing","LOT2190 2022-07-01 Scout high point fishing","no"
"2021-12-11",3650,"Angel_Fish",355,"Lake Birchwood","LOT3650 2021-12-11 Lake Birchwood","no"
"2021-11-15",2538,"Tuna",278,"Feild Point Fishing","LOT2538 2021-11-15 Feild Point Fishing","no"
"2021-11-18",9438,"COLOSSAL LUMP crab Meat",761,"Tippecanoe Lake","LOT9438 2021-11-18 Tippecanoe Lake","yes"
"2022-05-06",9467,"COLOSSAL LUMP crab Meat",763,"Tippecanoe Lake","LOT9467 2022-05-06 Tippecanoe Lake","yes"
"2021-09-27",2814,"White_Fish",297,"Feild Point Fishing","LOT2814 2021-09-27 Feild Point Fishing","no"
"2022-01-27",2495,"Tuna",275,"Scout high point fishing","LOT2495 2022-01-27 Scout high point fishing","no"
"2022-06-05",9114,"COLOSSAL LUMP crab Meat",738,"Aldred Pond","LOT9114 2022-06-05 Aldred Pond","yes"
"2023-02-03",1029,"Shrimp",172,"Pond Area Fishing","LOT1029 2023-02-03 Pond Area Fishing","no"
"2023-02-04",7292,"Jumbo Lump Crab MEat",610,"Windmill Pond","LOT7292 2023-02-04 Windmill Pond","yes"
"2022-10-14",5347,"Frog_fish",474,"Beaverdam Creek","LOT5347 2022-10-14 Beaverdam Creek","no"
"2022-05-31",1525,"Crab or Crab Meat",207,"Camp Area Fishing","LOT1525 2022-05-31 Camp Area Fishing","no"
"2022-11-30",1181,"Crab or Crab Meat",183,"Pond Area Fishing","LOT1181 2022-11-30 Pond Area Fishing","no"
"2022-10-05",8789,"Claws Crab Meat",715,"Aldred Pond","LOT8789 2022-10-05 Aldred Pond","yes"
"2022-03-04",8559,"Claws Crab Meat",699,"Fishing Pier","LOT8559 2022-03-04 Fishing Pier","yes"
"2022-09-28",2517,"Tuna",276,"Feild Point Fishing","LOT2517 2022-09-28 Feild Point Fishing","no"
"2022-04-16",6250,"Gold Fish",537,"Bullfrog Fishing Hole","LOT6250 2022-04-16 Bullfrog Fishing Hole","no"
"2021-09-19",35,"Salmon",102,"Outshore Fishing Area","LOT35 2021-09-19 Outshore Fishing Area","no"
"2021-07-31",333,"Salmon",123,"Outshore Fishing Area","LOT333 2021-07-31 Outshore Fishing Area","no"
"2021-08-07",44,"Salmon",103,"Outshore Fishing Area","LOT44 2021-08-07 Outshore Fishing Area","no"
"2021-12-03",5896,"Gold Fish",513,"Bullfrog Fishing Hole","LOT5896 2021-12-03 Bullfrog Fishing Hole","no"
"2022-11-18",4513,"Cat_Fish",416,"Quail Ridge Lake Access","LOT4513 2022-11-18 Quail Ridge Lake Access","no"
"2023-02-17",763,"Shrimp",153,"Pond Area Fishing","LOT763 2023-02-17 Pond Area Fishing","no"
"2022-06-11",2295,"Tuna",261,"Scout high point fishing","LOT2295 2022-06-11 Scout high point fishing","no"
"2022-02-22",9114,"COLOSSAL LUMP crab Meat",738,"Aldred Pond","LOT9114 2022-02-22 Aldred Pond","yes"
"2021-09-08",3297,"Angel_Fish",331,"Lake Birchwood","LOT3297 2021-09-08 Lake Birchwood","no"
"2022-01-19",4981,"File_Fish",449,"Quail Ridge Lake Access","LOT4981 2022-01-19 Quail Ridge Lake Access","no"
"2021-11-22",7770,"Lump Crab Meat",644,"Silver Lake Regional Park","LOT7770 2021-11-22 Silver Lake Regional Park","yes"
"2022-04-01",3035,"White_Fish",312,"Feild Point Fishing","LOT3035 2022-04-01 Feild Point Fishing","no"
"2022-03-24",4350,"Cat_Fish",404,"DragonFLy Park","LOT4350 2022-03-24 DragonFLy Park","no"
"2022-11-02",9085,"COLOSSAL LUMP crab Meat",736,"Aldred Pond","LOT9085 2022-11-02 Aldred Pond","yes"
"2021-07-27",8729,"Claws Crab Meat",711,"Fishing Pier","LOT8729 2021-07-27 Fishing Pier","yes"
"2021-11-07",9964,"Item",798,"Tippecanoe Lake","LOT9964 2021-11-07 Tippecanoe Lake","yes"
"2021-08-08",6807,"Red_Snaper_Fish",576,"Horsepen Pond","LOT6807 2021-08-08 Horsepen Pond","no"
"2021-11-02",2166,"Tuna",252,"Scout high point fishing","LOT2166 2021-11-02 Scout high point fishing","no"
"2021-12-03",7916,"Cocktail Claws Carb Meat",654,"Silver Lake Regional Park","LOT7916 2021-12-03 Silver Lake Regional Park","yes"
"2023-01-31",8310,"Cocktail Claws Carb Meat",682,"Fishing Pier","LOT8310 2023-01-31 Fishing Pier","yes"
"2022-09-14",5153,"File_Fish",461,"Beaverdam Creek","LOT5153 2022-09-14 Beaverdam Creek","no"
"2022-10-09",8059,"Cocktail Claws Carb Meat",664,"Silver Lake Regional Park","LOT8059 2022-10-09 Silver Lake Regional Park","yes"
"2022-07-29",7350,"Jumbo Lump Crab MEat",615,"Windmill Pond","LOT7350 2022-07-29 Windmill Pond","yes"
"2022-03-10",5965,"Gold Fish",518,"Bullfrog Fishing Hole","LOT5965 2022-03-10 Bullfrog Fishing Hole","no"
"2022-08-10",5993,"Gold Fish",519,"Bullfrog Fishing Hole","LOT5993 2022-08-10 Bullfrog Fishing Hole","no"
"2023-03-15",8622,"Claws Crab Meat",704,"Fishing Pier","LOT8622 2023-03-15 Fishing Pier","yes"
"2021-07-31",7076,"Jumbo Lump Crab MEat",595,"Windmill Pond","LOT7076 2021-07-31 Windmill Pond","yes"
"2021-09-07",572,"Shrimp",140,"Outshore Fishing Area","LOT572 2021-09-07 Outshore Fishing Area","no"
"2022-03-07",3131,"White_Fish",319,"Lake Birchwood","LOT3131 2022-03-07 Lake Birchwood","no"
"2021-11-04",6217,"Gold Fish",535,"Bullfrog Fishing Hole","LOT6217 2021-11-04 Bullfrog Fishing Hole","no"
"2023-03-26",1264,"Crab or Crab Meat",188,"Camp Area Fishing","LOT1264 2023-03-26 Camp Area Fishing","no"
"2022-06-30",9641,"Item",775,"Tippecanoe Lake","LOT9641 2022-06-30 Tippecanoe Lake","yes"
"2021-12-17",5069,"File_Fish",455,"Beaverdam Creek","LOT5069 2021-12-17 Beaverdam Creek","no"
"2022-07-15",6892,"Jumbo Lump Crab MEat",582,"Windmill Pond","LOT6892 2022-07-15 Windmill Pond","no"
"2021-09-12",8814,"Claws Crab Meat",717,"Aldred Pond","LOT8814 2021-09-12 Aldred Pond","yes"
"2021-12-01",4946,"File_Fish",446,"Quail Ridge Lake Access","LOT4946 2021-12-01 Quail Ridge Lake Access","no"
"2022-01-15",2704,"White_Fish",289,"Feild Point Fishing","LOT2704 2022-01-15 Feild Point Fishing","no"
"2021-12-05",7329,"Jumbo Lump Crab MEat",613,"Windmill Pond","LOT7329 2021-12-05 Windmill Pond","yes"
"2022-12-30",5697,"Frog_fish",499,"Bullfrog Fishing Hole","LOT5697 2022-12-30 Bullfrog Fishing Hole","no"
"2022-11-19",9829,"Item",788,"Tippecanoe Lake","LOT9829 2022-11-19 Tippecanoe Lake","yes"
"2022-05-27",4004,"Ballon_Fish",380,"DragonFLy Park","LOT4004 2022-05-27 DragonFLy Park","no"
"2021-07-18",7953,"Cocktail Claws Carb Meat",657,"Silver Lake Regional Park","LOT7953 2021-07-18 Silver Lake Regional Park","yes"
"2022-04-26",6684,"Red_Snaper_Fish",568,"Horsepen Pond","LOT6684 2022-04-26 Horsepen Pond","no"
"2022-02-02",5111,"File_Fish",458,"Beaverdam Creek","LOT5111 2022-02-02 Beaverdam Creek","no"
"2021-10-08",6747,"Red_Snaper_Fish",572,"Horsepen Pond","LOT6747 2021-10-08 Horsepen Pond","no"
"2023-01-20",1875,"Lobster",231,"Camp Area Fishing","LOT1875 2023-01-20 Camp Area Fishing","no"
"2022-08-19",4811,"File_Fish",437,"Quail Ridge Lake Access","LOT4811 2022-08-19 Quail Ridge Lake Access","no"
"2022-02-25",9121,"COLOSSAL LUMP crab Meat",738,"Aldred Pond","LOT9121 2022-02-25 Aldred Pond","yes"
"2021-10-30",25,"Salmon",102,"Outshore Fishing Area","LOT25 2021-10-30 Outshore Fishing Area","no"
"2023-01-10",4278,"Cat_Fish",399,"DragonFLy Park","LOT4278 2023-01-10 DragonFLy Park","no"
"2022-11-26",7965,"Cocktail Claws Carb Meat",658,"Silver Lake Regional Park","LOT7965 2022-11-26 Silver Lake Regional Park","yes"
"2021-11-09",69,"Salmon",105,"Outshore Fishing Area","LOT69 2021-11-09 Outshore Fishing Area","no"
"2022-10-03",144,"Salmon",110,"Outshore Fishing Area","LOT144 2022-10-03 Outshore Fishing Area","no"
"2022-04-13",9734,"Item",781,"Tippecanoe Lake","LOT9734 2022-04-13 Tippecanoe Lake","yes"
"2021-08-26",3309,"Angel_Fish",332,"Lake Birchwood","LOT3309 2021-08-26 Lake Birchwood","no"
"2022-04-02",4418,"Cat_Fish",409,"Quail Ridge Lake Access","LOT4418 2022-04-02 Quail Ridge Lake Access","no"
"2022-11-14",6815,"Red_Snaper_Fish",577,"Horsepen Pond","LOT6815 2022-11-14 Horsepen Pond","no"
"2021-12-07",5536,"Frog_fish",487,"Beaverdam Creek","LOT5536 2021-12-07 Beaverdam Creek","no"
"2023-03-04",1905,"Lobster",233,"Scout high point fishing","LOT1905 2023-03-04 Scout high point fishing","no"
"2022-06-05",3256,"Angel_Fish",328,"Lake Birchwood","LOT3256 2022-06-05 Lake Birchwood","no"
"2022-07-18",1051,"Shrimp",174,"Pond Area Fishing","LOT1051 2022-07-18 Pond Area Fishing","no"
"2022-04-24",7587,"Lump Crab Meat",631,"Silver Lake Regional Park","LOT7587 2022-04-24 Silver Lake Regional Park","yes"
"2023-03-23",7884,"Lump Crab Meat",652,"Silver Lake Regional Park","LOT7884 2023-03-23 Silver Lake Regional Park","yes"
"2022-01-11",9698,"Item",779,"Tippecanoe Lake","LOT9698 2022-01-11 Tippecanoe Lake","yes"
"2022-02-04",7087,"Jumbo Lump Crab MEat",596,"Windmill Pond","LOT7087 2022-02-04 Windmill Pond","yes"
"2021-07-19",1673,"Lobster",217,"Camp Area Fishing","LOT1673 2021-07-19 Camp Area Fishing","no"
"2022-12-14",8756,"Claws Crab Meat",713,"Aldred Pond","LOT8756 2022-12-14 Aldred Pond","yes"
"2022-07-13",4363,"Cat_Fish",405,"DragonFLy Park","LOT4363 2022-07-13 DragonFLy Park","no"
"2023-02-09",6810,"Red_Snaper_Fish",577,"Horsepen Pond","LOT6810 2023-02-09 Horsepen Pond","no"
"2022-08-24",6972,"Jumbo Lump Crab MEat",588,"Windmill Pond","LOT6972 2022-08-24 Windmill Pond","no"
"2021-08-12",6054,"Gold Fish",524,"Bullfrog Fishing Hole","LOT6054 2021-08-12 Bullfrog Fishing Hole","no"
"2022-12-02",2586,"Tuna",281,"Feild Point Fishing","LOT2586 2022-12-02 Feild Point Fishing","no"
"2022-07-01",6676,"Red_Snaper_Fish",567,"Horsepen Pond","LOT6676 2022-07-01 Horsepen Pond","no"
"2021-09-02",583,"Shrimp",141,"Outshore Fishing Area","LOT583 2021-09-02 Outshore Fishing Area","no"
"2021-10-22",8412,"Cocktail Claws Carb Meat",689,"Fishing Pier","LOT8412 2021-10-22 Fishing Pier","yes"
"2022-11-14",6683,"Red_Snaper_Fish",568,"Horsepen Pond","LOT6683 2022-11-14 Horsepen Pond","no"
"2022-09-26",3900,"Ballon_Fish",373,"DragonFLy Park","LOT3900 2022-09-26 DragonFLy Park","no"
"2021-07-26",1512,"Crab or Crab Meat",206,"Camp Area Fishing","LOT1512 2021-07-26 Camp Area Fishing","no"
"2022-09-20",2398,"Tuna",268,"Scout high point fishing","LOT2398 2022-09-20 Scout high point fishing","no"
"2021-11-11",8832,"Claws Crab Meat",718,"Aldred Pond","LOT8832 2021-11-11 Aldred Pond","yes"
"2022-08-02",831,"Shrimp",158,"Pond Area Fishing","LOT831 2022-08-02 Pond Area Fishing","no"
"2022-06-24",115,"Salmon",108,"Outshore Fishing Area","LOT115 2022-06-24 Outshore Fishing Area","no"
"2022-08-15",9896,"Item",793,"Tippecanoe Lake","LOT9896 2022-08-15 Tippecanoe Lake","yes"
"2021-10-13",5379,"Frog_fish",476,"Beaverdam Creek","LOT5379 2021-10-13 Beaverdam Creek","no"
"2021-07-20",3850,"Ballon_Fish",369,"DragonFLy Park","LOT3850 2021-07-20 DragonFLy Park","no"
"2022-07-21",4255,"Cat_Fish",398,"DragonFLy Park","LOT4255 2022-07-21 DragonFLy Park","no"
"2022-02-12",4764,"File_Fish",433,"Quail Ridge Lake Access","LOT4764 2022-02-12 Quail Ridge Lake Access","no"
"2022-07-12",1315,"Crab or Crab Meat",192,"Camp Area Fishing","LOT1315 2022-07-12 Camp Area Fishing","no"
"2022-09-01",5861,"Gold Fish",510,"Bullfrog Fishing Hole","LOT5861 2022-09-01 Bullfrog Fishing Hole","no"
"2022-01-21",6630,"Red_Snaper_Fish",564,"Horsepen Pond","LOT6630 2022-01-21 Horsepen Pond","no"
"2022-09-10",5531,"Frog_fish",487,"Beaverdam Creek","LOT5531 2022-09-10 Beaverdam Creek","no"
"2022-03-29",4481,"Cat_Fish",414,"Quail Ridge Lake Access","LOT4481 2022-03-29 Quail Ridge Lake Access","no"
"2022-03-07",9536,"Item",768,"Tippecanoe Lake","LOT9536 2022-03-07 Tippecanoe Lake","yes"
"2022-03-20",8625,"Claws Crab Meat",704,"Fishing Pier","LOT8625 2022-03-20 Fishing Pier","yes"
"2022-07-15",5467,"Frog_fish",483,"Beaverdam Creek","LOT5467 2022-07-15 Beaverdam Creek","no"
"2022-04-23",2642,"White_Fish",285,"Feild Point Fishing","LOT2642 2022-04-23 Feild Point Fishing","no"
"2022-04-02",1802,"Lobster",226,"Camp Area Fishing","LOT1802 2022-04-02 Camp Area Fishing","no"
"2022-01-17",4836,"File_Fish",438,"Quail Ridge Lake Access","LOT4836 2022-01-17 Quail Ridge Lake Access","no"
"2022-10-27",6054,"Gold Fish",524,"Bullfrog Fishing Hole","LOT6054 2022-10-27 Bullfrog Fishing Hole","no"
"2022-02-07",3005,"White_Fish",310,"Feild Point Fishing","LOT3005 2022-02-07 Feild Point Fishing","no"
"2022-10-27",8766,"Claws Crab Meat",714,"Aldred Pond","LOT8766 2022-10-27 Aldred Pond","yes"
"2022-01-04",8956,"COLOSSAL LUMP crab Meat",727,"Aldred Pond","LOT8956 2022-01-04 Aldred Pond","yes"
"2022-01-10",5020,"File_Fish",451,"Beaverdam Creek","LOT5020 2022-01-10 Beaverdam Creek","no"
"2023-03-14",2979,"White_Fish",308,"Feild Point Fishing","LOT2979 2023-03-14 Feild Point Fishing","no"
"2022-06-09",4272,"Cat_Fish",399,"DragonFLy Park","LOT4272 2022-06-09 DragonFLy Park","no"
"2022-01-05",6133,"Gold Fish",529,"Bullfrog Fishing Hole","LOT6133 2022-01-05 Bullfrog Fishing Hole","no"
"2021-12-19",5478,"Frog_fish",483,"Beaverdam Creek","LOT5478 2021-12-19 Beaverdam Creek","no"
"2022-08-30",3012,"White_Fish",311,"Feild Point Fishing","LOT3012 2022-08-30 Feild Point Fishing","no"
"2023-03-13",4563,"Cat_Fish",419,"Quail Ridge Lake Access","LOT4563 2023-03-13 Quail Ridge Lake Access","no"
"2023-02-27",9073,"COLOSSAL LUMP crab Meat",735,"Aldred Pond","LOT9073 2023-02-27 Aldred Pond","yes"
"2021-10-01",8440,"Claws Crab Meat",691,"Fishing Pier","LOT8440 2021-10-01 Fishing Pier","yes"
"2021-12-21",7192,"Jumbo Lump Crab MEat",603,"Windmill Pond","LOT7192 2021-12-21 Windmill Pond","yes"
"2021-09-09",6172,"Gold Fish",532,"Bullfrog Fishing Hole","LOT6172 2021-09-09 Bullfrog Fishing Hole","no"
"2022-08-03",5189,"File_Fish",463,"Beaverdam Creek","LOT5189 2022-08-03 Beaverdam Creek","no"
"2021-12-15",6978,"Jumbo Lump Crab MEat",588,"Windmill Pond","LOT6978 2021-12-15 Windmill Pond","no"
"2021-11-03",4981,"File_Fish",449,"Quail Ridge Lake Access","LOT4981 2021-11-03 Quail Ridge Lake Access","no"
"2022-04-13",4077,"Ballon_Fish",385,"DragonFLy Park","LOT4077 2022-04-13 DragonFLy Park","no"
"2021-08-07",9920,"Item",794,"Tippecanoe Lake","LOT9920 2021-08-07 Tippecanoe Lake","yes"
"2022-08-03",6670,"Red_Snaper_Fish",567,"Horsepen Pond","LOT6670 2022-08-03 Horsepen Pond","no"
"2023-03-17",7903,"Cocktail Claws Carb Meat",653,"Silver Lake Regional Park","LOT7903 2023-03-17 Silver Lake Regional Park","yes"
"2022-09-25",2403,"Tuna",268,"Scout high point fishing","LOT2403 2022-09-25 Scout high point fishing","no"
"2022-09-03",6974,"Jumbo Lump Crab MEat",588,"Windmill Pond","LOT6974 2022-09-03 Windmill Pond","no"
"2022-02-11",3601,"Angel_Fish",352,"Lake Birchwood","LOT3601 2022-02-11 Lake Birchwood","no"
"2023-01-31",8330,"Cocktail Claws Carb Meat",683,"Fishing Pier","LOT8330 2023-01-31 Fishing Pier","yes"
"2022-04-21",522,"Salmon",136,"Outshore Fishing Area","LOT522 2022-04-21 Outshore Fishing Area","no"
"2021-08-02",9688,"Item",778,"Tippecanoe Lake","LOT9688 2021-08-02 Tippecanoe Lake","yes"
"2022-09-01",8149,"Cocktail Claws Carb Meat",670,"Fishing Pier","LOT8149 2022-09-01 Fishing Pier","yes"
"2022-12-29",3575,"Angel_Fish",350,"Lake Birchwood","LOT3575 2022-12-29 Lake Birchwood","no"
"2022-04-26",3254,"Angel_Fish",328,"Lake Birchwood","LOT3254 2022-04-26 Lake Birchwood","no"
"2022-06-01",8985,"COLOSSAL LUMP crab Meat",729,"Aldred Pond","LOT8985 2022-06-01 Aldred Pond","yes"
"2021-10-19",87,"Salmon",106,"Outshore Fishing Area","LOT87 2021-10-19 Outshore Fishing Area","no"
"2021-09-06",7457,"Lump Crab Meat",622,"Windmill Pond","LOT7457 2021-09-06 Windmill Pond","yes"
"2021-09-04",5064,"File_Fish",454,"Beaverdam Creek","LOT5064 2021-09-04 Beaverdam Creek","no"
"2021-07-14",2437,"Tuna",271,"Scout high point fishing","LOT2437 2021-07-14 Scout high point fishing","no"
"2022-05-12",8075,"Cocktail Claws Carb Meat",665,"Silver Lake Regional Park","LOT8075 2022-05-12 Silver Lake Regional Park","yes"
"2022-09-08",3208,"Angel_Fish",325,"Lake Birchwood","LOT3208 2022-09-08 Lake Birchwood","no"
"2022-05-23",4645,"Cat_Fish",425,"Quail Ridge Lake Access","LOT4645 2022-05-23 Quail Ridge Lake Access","no"
"2022-04-07",5879,"Gold Fish",512,"Bullfrog Fishing Hole","LOT5879 2022-04-07 Bullfrog Fishing Hole","no"
"2022-10-31",4580,"Cat_Fish",421,"Quail Ridge Lake Access","LOT4580 2022-10-31 Quail Ridge Lake Access","no"
