"Date of Cooling","Location_ID","Lot_ID","Sprouts_receipt Date","Initial_Packing_Date","Subsequent_ID","Harvested_Date","IP_ID","Item_Type","Quantity","Harvesting_ID","Field_ID","Mobile_ID","Outbreak"
"R3182",132,"LOT3182 2022-04-14_132","2022-04-28","2022-04-29","3182","2022-04-14","IP3182","Chickpeas Sprouts",966,1435,48,287,"yes"
"R3183",133,"LOT3183 2022-12-01_133","2022-12-24","2022-12-25","3183","2022-12-01","IP3183","Chickpeas Sprouts",971,1445,48,289,"yes"
"R3184",57,"LOT3184 2021-11-06_57","2021-11-14","2021-11-14","3184","2021-11-06","IP3184","Kidney-Bean Sprouts",528,616,21,124,"no"
"R3185",135,"LOT3185 2022-02-11_135","2022-02-23","2022-02-24","3185","2022-02-11","IP3185","Chickpeas Sprouts",982,1466,49,293,"yes"
"R3186",126,"LOT3186 2022-02-10_126","2022-02-22","2022-02-22","3186","2022-02-10","IP3186","Seasame Sprouts",930,1369,46,274,"yes"
"R3187",107,"LOT3187 2023-02-13_107","2023-03-11","2023-03-11","3187","2023-02-13","IP3187","Sunflower Sprouts",818,1159,39,232,"no"
"R3188",26,"LOT3188 2022-09-04_26","2022-09-24","2022-09-24","3188","2022-09-04","IP3188","Red Clover Sprouts",347,277,10,56,"no"
"R3189",54,"LOT3189 2023-01-15_54","2023-02-09","2023-02-10","3189","2023-01-15","IP3189","Kidney-Bean Sprouts",512,585,20,118,"no"
"R3190",121,"LOT3190 2022-04-02_121","2022-04-16","2022-04-17","3190","2022-04-02","IP3190","Seasame Sprouts",901,1314,44,263,"no"
"R3191",104,"LOT3191 2022-11-30_104","2022-12-23","2022-12-24","3191","2022-11-30","IP3191","Sunflower Sprouts",800,1126,38,225,"no"
"R3192",112,"LOT3192 2021-12-04_112","2021-12-13","2021-12-14","3192","2021-12-04","IP3192","Sunflower Sprouts",848,1215,41,243,"no"
"R3193",56,"LOT3193 2022-07-04_56","2022-07-21","2022-07-22","3193","2022-07-04","IP3193","Kidney-Bean Sprouts",520,600,21,121,"no"
"R3194",90,"LOT3194 2021-10-13_90","2021-10-20","2021-10-21","3194","2021-10-13","IP3194","Green Lentil Sprouts",720,974,33,195,"no"
"R3195",33,"LOT3195 2021-10-08_33","2021-10-15","2021-10-15","3195","2021-10-08","IP3195","Radish Srpouts",387,352,12,71,"no"
"R3196",11,"LOT3196 2022-01-30_11","2022-02-10","2022-02-11","3196","2022-01-30","IP3196","Mung Bean Sprouts",259,111,5,23,"no"
"R3197",81,"LOT3197 2023-01-31_81","2023-02-26","2023-02-26","3197","2023-01-31","IP3197","Soybean Sprouts",669,880,30,176,"no"
"R3198",47,"LOT3198 2022-12-08_47","2023-01-01","2023-01-01","3198","2022-12-08","IP3198","Wheatgrass Sprouts",471,508,18,102,"no"
"R3199",112,"LOT3199 2022-04-13_112","2022-04-27","2022-04-27","3199","2022-04-13","IP3199","Sunflower Sprouts",848,1216,41,243,"no"
"R3200",137,"LOT3200 2022-09-26_137","2022-10-17","2022-10-17","3200","2022-09-26","IP3200","Chickpeas Sprouts",992,1485,49,297,"yes"
"R3201",8,"LOT3201 2022-05-10_8","2022-05-25","2022-05-25","3201","2022-05-10","IP3201","Alfalfa Sprouts",239,74,3,16,"no"
"R3202",13,"LOT3202 2022-05-25_13","2022-06-10","2022-06-11","3202","2022-05-25","IP3202","Mung Bean Sprouts",270,132,5,27,"no"
"R3203",89,"LOT3203 2022-05-23_89","2022-06-07","2022-06-08","3203","2022-05-23","IP3203","Green Lentil Sprouts",713,962,32,193,"no"
"R3204",97,"LOT3204 2021-12-11_97","2021-12-20","2021-12-21","3204","2021-12-11","IP3204","Onion Sprouts",760,1050,35,210,"no"
"R3205",117,"LOT3205 2021-11-03_117","2021-11-11","2021-11-11","3205","2021-11-03","IP3205","Pea Sprouts",875,1266,42,253,"no"
"R3206",41,"LOT3206 2022-03-01_41","2022-03-13","2022-03-14","3206","2022-03-01","IP3206","Brocolli Sprouts",435,442,15,89,"no"
"R3207",127,"LOT3207 2021-10-06_127","2021-10-13","2021-10-14","3207","2021-10-06","IP3207","Seasame Sprouts",936,1379,46,276,"yes"
"R3208",83,"LOT3208 2021-09-09_83","2021-09-15","2021-09-16","3208","2021-09-09","IP3208","Soybean Sprouts",678,897,30,180,"no"
"R3209",35,"LOT3209 2021-10-25_35","2021-11-02","2021-11-03","3209","2021-10-25","IP3209","Radish Srpouts",399,374,13,75,"no"
"R3210",35,"LOT3210 2022-12-22_35","2023-01-16","2023-01-16","3210","2022-12-22","IP3210","Radish Srpouts",396,368,13,74,"no"
"R3211",120,"LOT3211 2022-10-03_120","2022-10-24","2022-10-24","3211","2022-10-03","IP3211","Pea Sprouts",895,1303,44,261,"no"
"R3212",25,"LOT3212 2022-12-05_25","2022-12-29","2022-12-29","3212","2022-12-05","IP3212","Red Clover Sprouts",342,268,10,54,"no"
"R3213",86,"LOT3213 2022-08-17_86","2022-09-05","2022-09-06","3213","2022-08-17","IP3213","Soybean Sprouts",699,936,32,188,"no"
"R3214",16,"LOT3214 2022-08-21_16","2022-09-10","2022-09-10","3214","2022-08-21","IP3214","Mung Bean Sprouts",287,164,6,34,"no"
"R3215",18,"LOT3215 2022-10-14_18","2022-11-04","2022-11-04","3215","2022-10-14","IP3215","Mung Bean Sprouts",297,183,7,37,"no"
"R3216",138,"LOT3216 2022-02-16_138","2022-02-28","2022-02-28","3216","2022-02-16","IP3216","Chickpeas Sprouts",999,1497,50,299,"yes"
"R3217",82,"LOT3217 2022-10-14_82","2022-11-05","2022-11-05","3217","2022-10-14","IP3217","Soybean Sprouts",672,886,30,178,"no"
"R3218",39,"LOT3218 2022-03-18_39","2022-03-31","2022-04-01","3218","2022-03-18","IP3218","Brocolli Sprouts",421,414,15,83,"no"
"R3219",2,"LOT3219 2022-05-25_2","2022-06-10","2022-06-10","3219","2022-05-25","IP3219","Alfalfa Sprouts",207,13,1,3,"no"
"R3220",83,"LOT3220 2022-03-13_83","2022-03-26","2022-03-26","3220","2022-03-13","IP3220","Soybean Sprouts",676,894,30,179,"no"
"R3221",131,"LOT3221 2022-06-30_131","2022-07-17","2022-07-17","3221","2022-06-30","IP3221","Chickpeas Sprouts",960,1426,48,285,"yes"
"R3222",14,"LOT3222 2022-05-31_14","2022-06-16","2022-06-17","3222","2022-05-31","IP3222","Mung Bean Sprouts",275,142,6,29,"no"
"R3223",40,"LOT3223 2022-05-14_40","2022-05-29","2022-05-30","3223","2022-05-14","IP3223","Brocolli Sprouts",427,427,15,86,"no"
"R3224",19,"LOT3224 2023-02-01_19","2023-02-27","2023-02-27","3224","2023-02-01","IP3224","Red Clover Sprouts",304,195,7,40,"no"
"R3225",40,"LOT3225 2022-10-21_40","2022-11-12","2022-11-12","3225","2022-10-21","IP3225","Brocolli Sprouts",428,428,15,86,"no"
"R3226",23,"LOT3226 2021-10-25_23","2021-11-02","2021-11-02","3226","2021-10-25","IP3226","Red Clover Sprouts",329,243,9,49,"no"
"R3227",12,"LOT3227 2021-12-17_12","2021-12-26","2021-12-27","3227","2021-12-17","IP3227","Mung Bean Sprouts",262,117,5,24,"no"
"R3228",8,"LOT3228 2021-12-20_8","2021-12-30","2021-12-31","3228","2021-12-20","IP3228","Alfalfa Sprouts",239,74,3,15,"no"
"R3229",62,"LOT3229 2022-10-29_62","2022-11-20","2022-11-20","3229","2022-10-29","IP3229","Pumpkin Seed Sprouts",556,668,23,134,"no"
"R3230",64,"LOT3230 2021-08-26_64","2021-08-31","2021-09-01","3230","2021-08-26","IP3230","Pumpkin Seed Sprouts",567,689,23,138,"no"
"R3231",56,"LOT3231 2021-08-22_56","2021-08-27","2021-08-28","3231","2021-08-22","IP3231","Kidney-Bean Sprouts",522,605,21,122,"no"
"R3232",11,"LOT3232 2023-01-07_11","2023-02-01","2023-02-01","3232","2023-01-07","IP3232","Mung Bean Sprouts",260,113,5,23,"no"
"R3233",30,"LOT3233 2022-07-28_30","2022-08-15","2022-08-15","3233","2022-07-28","IP3233","Radish Srpouts",372,323,12,65,"no"
"R3234",109,"LOT3234 2022-06-29_109","2022-07-16","2022-07-16","3234","2022-06-29","IP3234","Sunflower Sprouts",833,1187,40,238,"no"
"R3235",56,"LOT3235 2022-10-28_56","2022-11-20","2022-11-20","3235","2022-10-28","IP3235","Kidney-Bean Sprouts",519,599,21,120,"no"
"R3236",53,"LOT3236 2022-12-27_53","2023-01-21","2023-01-21","3236","2022-12-27","IP3236","Kidney-Bean Sprouts",506,574,20,115,"no"
"R3237",38,"LOT3237 2022-02-05_38","2022-02-16","2022-02-17","3237","2022-02-05","IP3237","Brocolli Sprouts",414,402,14,81,"no"
"R3238",25,"LOT3238 2022-09-09_25","2022-09-29","2022-09-29","3238","2022-09-09","IP3238","Red Clover Sprouts",341,265,10,54,"no"
"R3239",79,"LOT3239 2022-07-03_79","2022-07-20","2022-07-20","3239","2022-07-03","IP3239","Soybean Sprouts",653,850,29,170,"no"
"R3240",125,"LOT3240 2021-11-16_125","2021-11-24","2021-11-25","3240","2021-11-16","IP3240","Seasame Sprouts",922,1353,45,271,"yes"
"R3241",24,"LOT3241 2022-08-01_24","2022-08-20","2022-08-20","3241","2022-08-01","IP3241","Red Clover Sprouts",332,248,9,50,"no"
"R3242",10,"LOT3242 2022-04-14_10","2022-04-29","2022-04-29","3242","2022-04-14","IP3242","Mung Bean Sprouts",252,98,4,20,"no"
"R3243",95,"LOT3243 2023-02-12_95","2023-03-11","2023-03-11","3243","2023-02-12","IP3243","Green Lentil Sprouts",748,1028,35,206,"no"
"R3244",47,"LOT3244 2022-06-02_47","2022-06-18","2022-06-19","3244","2022-06-02","IP3244","Wheatgrass Sprouts",470,508,18,102,"no"
"R3245",78,"LOT3245 2022-12-13_78","2023-01-06","2023-01-06","3245","2022-12-13","IP3245","Mustard Sprouts",649,843,29,169,"no"
"R3246",74,"LOT3246 2022-01-14_74","2022-01-25","2022-01-26","3246","2022-01-14","IP3246","Mustard Sprouts",627,801,27,161,"no"
"R3247",102,"LOT3247 2022-10-18_102","2022-11-08","2022-11-09","3247","2022-10-18","IP3247","Onion Sprouts",787,1101,37,220,"no"
"R3248",83,"LOT3248 2021-08-20_83","2021-08-25","2021-08-26","3248","2021-08-20","IP3248","Soybean Sprouts",677,895,30,179,"no"
"R3249",131,"LOT3249 2022-04-05_131","2022-04-19","2022-04-20","3249","2022-04-05","IP3249","Chickpeas Sprouts",958,1420,47,284,"yes"
"R3250",121,"LOT3250 2023-02-26_121","2023-03-25","2023-03-25","3250","2023-02-26","IP3250","Seasame Sprouts",904,1319,44,264,"no"
"R3251",18,"LOT3251 2022-09-08_18","2022-09-28","2022-09-28","3251","2022-09-08","IP3251","Mung Bean Sprouts",296,182,7,37,"no"
"R3252",6,"LOT3252 2022-10-14_6","2022-11-05","2022-11-05","3252","2022-10-14","IP3252","Alfalfa Sprouts",230,57,3,12,"no"
"R3253",36,"LOT3253 2022-03-21_36","2022-04-03","2022-04-04","3253","2022-03-21","IP3253","Brocolli Sprouts",404,384,14,77,"no"
"R3254",50,"LOT3254 2022-06-30_50","2022-07-17","2022-07-18","3254","2022-06-30","IP3254","Wheatgrass Sprouts",484,532,18,107,"no"
"R3255",104,"LOT3255 2021-09-03_104","2021-09-08","2021-09-09","3255","2021-09-03","IP3255","Onion Sprouts",799,1123,38,225,"no"
"R3256",21,"LOT3256 2021-10-19_21","2021-10-27","2021-10-27","3256","2021-10-19","IP3256","Red Clover Sprouts",319,225,8,46,"no"
"R3257",55,"LOT3257 2021-10-20_55","2021-10-27","2021-10-28","3257","2021-10-20","IP3257","Kidney-Bean Sprouts",517,595,20,119,"no"
"R3258",23,"LOT3258 2022-11-22_23","2022-12-15","2022-12-15","3258","2022-11-22","IP3258","Red Clover Sprouts",326,237,9,48,"no"
"R3259",133,"LOT3259 2022-08-15_133","2022-09-03","2022-09-03","3259","2022-08-15","IP3259","Chickpeas Sprouts",971,1445,48,289,"yes"
"R3260",2,"LOT3260 2022-06-15_2","2022-07-01","2022-07-02","3260","2022-06-15","IP3260","Alfalfa Sprouts",204,8,1,2,"no"
"R3261",43,"LOT3261 2022-06-25_43","2022-07-12","2022-07-13","3261","2022-06-25","IP3261","Brocolli Sprouts",448,466,16,94,"no"
"R3262",23,"LOT3262 2022-07-07_23","2022-07-24","2022-07-25","3262","2022-07-07","IP3262","Red Clover Sprouts",327,238,9,48,"no"
"R3263",33,"LOT3263 2022-01-18_33","2022-01-29","2022-01-29","3263","2022-01-18","IP3263","Radish Srpouts",386,349,12,70,"no"
"R3264",18,"LOT3264 2021-12-21_18","2021-12-31","2021-12-31","3264","2021-12-21","IP3264","Mung Bean Sprouts",296,182,7,37,"no"
"R3265",64,"LOT3265 2022-12-17_64","2023-01-10","2023-01-10","3265","2022-12-17","IP3265","Pumpkin Seed Sprouts",568,691,24,139,"no"
"R3266",37,"LOT3266 2023-01-06_37","2023-01-31","2023-01-31","3266","2023-01-06","IP3266","Brocolli Sprouts",410,394,14,79,"no"
"R3267",65,"LOT3267 2021-08-15_65","2021-08-19","2021-08-20","3267","2021-08-15","IP3267","Pumpkin Seed Sprouts",574,701,24,141,"no"
"R3268",23,"LOT3268 2021-12-23_23","2022-01-02","2022-01-03","3268","2021-12-23","IP3268","Red Clover Sprouts",328,241,9,49,"no"
"R3269",106,"LOT3269 2022-01-03_106","2022-01-13","2022-01-14","3269","2022-01-03","IP3269","Sunflower Sprouts",813,1150,39,230,"no"
"R3270",105,"LOT3270 2021-10-02_105","2021-10-09","2021-10-09","3270","2021-10-02","IP3270","Sunflower Sprouts",804,1134,38,227,"no"
"R3271",40,"LOT3271 2023-02-09_40","2023-03-08","2023-03-08","3271","2023-02-09","IP3271","Brocolli Sprouts",430,433,15,87,"no"
"R3272",34,"LOT3272 2021-12-17_34","2021-12-26","2021-12-27","3272","2021-12-17","IP3272","Radish Srpouts",392,361,13,73,"no"
"R3273",118,"LOT3273 2023-01-09_118","2023-02-03","2023-02-04","3273","2023-01-09","IP3273","Pea Sprouts",885,1284,43,257,"no"
"R3274",64,"LOT3274 2021-09-06_64","2021-09-12","2021-09-13","3274","2021-09-06","IP3274","Pumpkin Seed Sprouts",568,691,24,139,"no"
"R3275",21,"LOT3275 2022-03-16_21","2022-03-29","2022-03-30","3275","2022-03-16","IP3275","Red Clover Sprouts",316,219,8,44,"no"
"R3276",67,"LOT3276 2022-03-24_67","2022-04-07","2022-04-07","3276","2022-03-24","IP3276","Pumpkin Seed Sprouts",588,728,25,146,"no"
"R3277",27,"LOT3277 2022-07-21_27","2022-08-08","2022-08-08","3277","2022-07-21","IP3277","Radish Srpouts",350,282,10,57,"no"
"R3278",6,"LOT3278 2021-12-25_6","2022-01-04","2022-01-05","3278","2021-12-25","IP3278","Alfalfa Sprouts",227,53,3,11,"no"
"R3279",22,"LOT3279 2022-11-04_22","2022-11-27","2022-11-27","3279","2022-11-04","IP3279","Red Clover Sprouts",321,228,8,46,"no"
"R3280",120,"LOT3280 2021-08-01_120","2021-08-05","2021-08-06","3280","2021-08-01","IP3280","Pea Sprouts",893,1300,43,260,"no"
"R3281",2,"LOT3281 2021-08-15_2","2021-08-20","2021-08-21","3281","2021-08-15","IP3281","Alfalfa Sprouts",206,12,1,3,"no"
"R3282",40,"LOT3282 2023-02-05_40","2023-03-03","2023-03-03","3282","2023-02-05","IP3282","Brocolli Sprouts",427,427,15,86,"no"
"R3283",93,"LOT3283 2021-12-27_93","2022-01-06","2022-01-07","3283","2021-12-27","IP3283","Green Lentil Sprouts",737,1008,34,202,"no"
"R3284",41,"LOT3284 2022-12-23_41","2023-01-17","2023-01-17","3284","2022-12-23","IP3284","Brocolli Sprouts",432,435,15,88,"no"
"R3285",48,"LOT3285 2022-10-02_48","2022-10-24","2022-10-24","3285","2022-10-02","IP3285","Wheatgrass Sprouts",477,520,18,104,"no"
"R3286",130,"LOT3286 2021-10-28_130","2021-11-05","2021-11-05","3286","2021-10-28","IP3286","Chickpeas Sprouts",953,1412,47,282,"yes"
"R3287",31,"LOT3287 2022-06-24_31","2022-07-11","2022-07-11","3287","2022-06-24","IP3287","Radish Srpouts",375,329,12,66,"no"
"R3288",51,"LOT3288 2021-12-19_51","2021-12-28","2021-12-29","3288","2021-12-19","IP3288","Wheatgrass Sprouts",492,548,19,110,"no"
"R3289",36,"LOT3289 2021-11-25_36","2021-12-03","2021-12-04","3289","2021-11-25","IP3289","Brocolli Sprouts",403,381,13,77,"no"
"R3290",130,"LOT3290 2021-11-27_130","2021-12-06","2021-12-07","3290","2021-11-27","IP3290","Chickpeas Sprouts",955,1416,47,283,"yes"
"R3291",131,"LOT3291 2022-05-03_131","2022-05-18","2022-05-19","3291","2022-05-03","IP3291","Chickpeas Sprouts",957,1420,47,284,"yes"
"R3292",40,"LOT3292 2021-10-10_40","2021-10-17","2021-10-18","3292","2021-10-10","IP3292","Brocolli Sprouts",425,423,15,85,"no"
"R3293",35,"LOT3293 2022-01-31_35","2022-02-11","2022-02-12","3293","2022-01-31","IP3293","Radish Srpouts",400,375,13,76,"no"
"R3294",126,"LOT3294 2022-05-31_126","2022-06-16","2022-06-16","3294","2022-05-31","IP3294","Seasame Sprouts",929,1367,46,273,"yes"
"R3295",15,"LOT3295 2023-01-11_15","2023-02-05","2023-02-05","3295","2023-01-11","IP3295","Mung Bean Sprouts",282,155,6,32,"no"
"R3296",101,"LOT3296 2023-01-12_101","2023-02-06","2023-02-06","3296","2023-01-12","IP3296","Onion Sprouts",783,1094,37,219,"no"
"R3297",74,"LOT3297 2022-09-30_74","2022-10-21","2022-10-21","3297","2022-09-30","IP3297","Mustard Sprouts",628,802,27,161,"no"
"R3298",22,"LOT3298 2022-05-26_22","2022-06-11","2022-06-12","3298","2022-05-26","IP3298","Red Clover Sprouts",322,230,8,47,"no"
"R3299",17,"LOT3299 2022-11-11_17","2022-12-04","2022-12-04","3299","2022-11-11","IP3299","Mung Bean Sprouts",294,178,7,36,"no"
"R3300",121,"LOT3300 2022-09-21_121","2022-10-11","2022-10-11","3300","2022-09-21","IP3300","Seasame Sprouts",903,1318,44,264,"no"
"R3301",118,"LOT3301 2022-03-05_118","2022-03-18","2022-03-19","3301","2022-03-05","IP3301","Pea Sprouts",885,1284,43,257,"no"
"R3302",35,"LOT3302 2022-09-15_35","2022-10-05","2022-10-05","3302","2022-09-15","IP3302","Brocolli Sprouts",401,378,13,76,"no"
"R3303",87,"LOT3303 2022-04-15_87","2022-04-29","2022-04-29","3303","2022-04-15","IP3303","Soybean Sprouts",700,938,32,188,"no"
"R3304",1,"LOT3304 2021-10-03_1","2021-10-10","2021-10-11","3304","2021-10-03","IP3304","Alfalfa Sprouts",203,6,1,2,"no"
"R3305",6,"LOT3305 2021-08-17_6","2021-08-22","2021-08-23","3305","2021-08-17","IP3305","Alfalfa Sprouts",227,51,3,11,"no"
"R3306",2,"LOT3306 2021-08-24_2","2021-08-29","2021-08-30","3306","2021-08-24","IP3306","Alfalfa Sprouts",203,7,1,2,"no"
"R3307",82,"LOT3307 2021-12-12_82","2021-12-21","2021-12-22","3307","2021-12-12","IP3307","Soybean Sprouts",672,885,30,177,"no"
"R3308",63,"LOT3308 2022-10-31_63","2022-11-23","2022-11-23","3308","2022-10-31","IP3308","Pumpkin Seed Sprouts",561,677,23,136,"no"
"R3309",11,"LOT3309 2023-01-24_11","2023-02-19","2023-02-19","3309","2023-01-24","IP3309","Mung Bean Sprouts",261,115,5,24,"no"
"R3310",32,"LOT3310 2022-06-05_32","2022-06-22","2022-06-22","3310","2022-06-05","IP3310","Radish Srpouts",384,345,12,70,"no"
"R3311",126,"LOT3311 2022-02-24_126","2022-03-09","2022-03-09","3311","2022-02-24","IP3311","Seasame Sprouts",929,1367,46,274,"yes"
"R3312",46,"LOT3312 2021-09-23_46","2021-09-29","2021-09-30","3312","2021-09-23","IP3312","Wheatgrass Sprouts",464,495,17,100,"no"
"R3313",69,"LOT3313 2022-01-24_69","2022-02-04","2022-02-04","3313","2022-01-24","IP3313","Pumpkin Seed Sprouts",598,748,25,150,"no"
"R3314",107,"LOT3314 2021-12-02_107","2021-12-11","2021-12-11","3314","2021-12-02","IP3314","Sunflower Sprouts",822,1166,39,233,"no"
"R3315",43,"LOT3315 2022-04-01_43","2022-04-14","2022-04-15","3315","2022-04-01","IP3315","Brocolli Sprouts",443,456,16,92,"no"
"R3316",61,"LOT3316 2022-03-24_61","2022-04-06","2022-04-07","3316","2022-03-24","IP3316","Kidney-Bean Sprouts",548,653,22,131,"no"
"R3317",125,"LOT3317 2022-10-16_125","2022-11-07","2022-11-07","3317","2022-10-16","IP3317","Seasame Sprouts",927,1363,46,273,"yes"
"R3318",121,"LOT3318 2021-08-14_121","2021-08-18","2021-08-19","3318","2021-08-14","IP3318","Pea Sprouts",898,1309,44,262,"no"
"R3319",138,"LOT3319 2021-11-18_138","2021-11-26","2021-11-27","3319","2021-11-18","IP3319","Chickpeas Sprouts",997,1495,50,299,"yes"
"R3320",94,"LOT3320 2021-08-25_94","2021-08-30","2021-08-31","3320","2021-08-25","IP3320","Green Lentil Sprouts",745,1021,34,205,"no"
"R3321",31,"LOT3321 2021-11-13_31","2021-11-21","2021-11-22","3321","2021-11-13","IP3321","Radish Srpouts",373,326,12,66,"no"
"R3322",109,"LOT3322 2021-12-11_109","2021-12-20","2021-12-21","3322","2021-12-11","IP3322","Sunflower Sprouts",833,1188,40,238,"no"
"R3323",115,"LOT3323 2023-01-08_115","2023-02-02","2023-02-02","3323","2023-01-08","IP3323","Pea Sprouts",865,1247,42,249,"no"
"R3324",72,"LOT3324 2022-09-01_72","2022-09-21","2022-09-21","3324","2022-09-01","IP3324","Mustard Sprouts",612,773,26,155,"no"
"R3325",111,"LOT3325 2022-09-24_111","2022-10-15","2022-10-15","3325","2022-09-24","IP3325","Sunflower Sprouts",845,1209,40,242,"no"
"R3326",102,"LOT3326 2022-07-20_102","2022-08-07","2022-08-08","3326","2022-07-20","IP3326","Onion Sprouts",788,1103,37,221,"no"
"R3327",83,"LOT3327 2022-03-11_83","2022-03-24","2022-03-24","3327","2022-03-11","IP3327","Soybean Sprouts",677,895,30,179,"no"
"R3328",83,"LOT3328 2022-07-31_83","2022-08-19","2022-08-19","3328","2022-07-31","IP3328","Soybean Sprouts",679,899,30,180,"no"
"R3329",119,"LOT3329 2023-02-17_119","2023-03-16","2023-03-16","3329","2023-02-17","IP3329","Pea Sprouts",890,1293,43,259,"no"
"R3330",98,"LOT3330 2021-08-18_98","2021-08-23","2021-08-24","3330","2021-08-18","IP3330","Onion Sprouts",766,1062,36,213,"no"
"R3331",9,"LOT3331 2021-09-22_9","2021-09-28","2021-09-29","3331","2021-09-22","IP3331","Alfalfa Sprouts",246,87,4,18,"no"
"R3332",44,"LOT3332 2022-03-08_44","2022-03-21","2022-03-22","3332","2022-03-08","IP3332","Wheatgrass Sprouts",450,470,16,95,"no"
"R3333",86,"LOT3333 2021-11-14_86","2021-11-23","2021-11-23","3333","2021-11-14","IP3333","Soybean Sprouts",697,933,31,187,"no"
"R3334",18,"LOT3334 2023-02-27_18","2023-03-26","2023-03-26","3334","2023-02-27","IP3334","Red Clover Sprouts",301,190,7,39,"no"
"R3335",133,"LOT3335 2022-06-23_133","2022-07-10","2022-07-10","3335","2022-06-23","IP3335","Chickpeas Sprouts",971,1446,48,289,"yes"
"R3336",70,"LOT3336 2021-12-25_70","2022-01-04","2022-01-04","3336","2021-12-25","IP3336","Mustard Sprouts",605,761,26,153,"no"
"R3337",95,"LOT3337 2022-07-07_95","2022-07-25","2022-07-25","3337","2022-07-07","IP3337","Onion Sprouts",751,1034,35,207,"no"
"R3338",122,"LOT3338 2021-09-27_122","2021-10-03","2021-10-04","3338","2021-09-27","IP3338","Seasame Sprouts",905,1322,44,265,"no"
"R3339",69,"LOT3339 2021-12-10_69","2021-12-19","2021-12-20","3339","2021-12-10","IP3339","Pumpkin Seed Sprouts",596,742,25,149,"no"
"R3340",38,"LOT3340 2022-01-20_38","2022-01-31","2022-02-01","3340","2022-01-20","IP3340","Brocolli Sprouts",416,406,14,82,"no"
"R3341",101,"LOT3341 2021-12-13_101","2021-12-22","2021-12-23","3341","2021-12-13","IP3341","Onion Sprouts",786,1100,37,220,"no"
"R3342",79,"LOT3342 2022-12-09_79","2023-01-02","2023-01-02","3342","2022-12-09","IP3342","Soybean Sprouts",656,855,29,171,"no"
"R3343",136,"LOT3343 2022-11-02_136","2022-11-24","2022-11-24","3343","2022-11-02","IP3343","Chickpeas Sprouts",986,1474,49,295,"yes"
"R3344",56,"LOT3344 2022-05-22_56","2022-06-07","2022-06-07","3344","2022-05-22","IP3344","Kidney-Bean Sprouts",520,601,21,121,"no"
