"Date_of_Harvesting","Harvesting_id","Farmer_Name","Subsequent_ID","Initial_Packing_ID","Item_Name","Quantity","Location_ID","Field_ID","Mobile_ID","Outbreak"
"2022-12-17","H3265","Carnival Cheese","C3265","3265","Colby Cheese",515,64,21,139,"No"
"2023-01-06","H3266","Surigiva Cheese Stop","C3266","3266","Camembert Cheese",336,37,13,79,"No"
"2021-08-15","H3267","Carnival Cheese","C3267","3267","Cold_Pack Cheese",520,65,22,141,"No"
"2021-12-23","H3268","Caputo Brothers Creamery","C3268","3268","Bocconcini Cheese",244,23,8,49,"No"
"2022-01-03","H3269","Asus Blue Cheese","C3269","3269","Halloumi Cheese",790,106,35,230,"No"
"2021-10-02","H3270","Asus Blue Cheese","C3270","3270","Halloumi Cheese",780,105,34,227,"No"
"2023-02-09","H3271","waldows Cheese","C3271","3271","Cheddar Mix Cheese",359,40,14,87,"No"
"2021-12-17","H3272","Twin Oaks Cheese","C3272","3272"," Burrata Cheese",316,34,12,73,"No"
"2023-01-09","H3273","Gorilla Pop Dairy","C3273","3273","Havati Cheese",870,118,39,257,"Yes"
"2021-09-06","H3274","Carnival Cheese","C3274","3274","Colby Cheese",514,64,21,139,"No"
"2022-03-16","H3275","The Great Cheese","C3275","3275","Bocconcini Cheese",231,21,7,44,"No"
"2022-03-24","H3276","Aditis CheeseCake Place","C3276","3276","Cold_Pack Cheese",537,67,22,146,"No"
"2022-07-21","H3277","Clover Hill Dairy","C3277","3277","Brie Cheese",269,27,9,57,"No"
"2021-12-25","H3278","Bielers Cheese","C3278","3278","Blue Cheese",131,6,3,11,"No"
"2022-11-04","H3279","The Great Cheese","C3279","3279","Bocconcini Cheese",236,22,8,46,"No"
"2021-08-01","H3280","Gorilla Pop Dairy","C3280","3280","Jarlsberg Cheese",880,120,39,260,"Yes"
"2021-08-15","H3281","Georges Mill Farm Artisan Cheese","C3281","3281","Blue Cheese",107,2,1,3,"No"
"2023-02-05","H3282","waldows Cheese","C3282","3282","Camembert Cheese",356,40,14,86,"No"
"2021-12-27","H3283","Quit Sausage Cheese","C3283","3283","Feta Cheese",705,93,31,202,"No"
"2022-12-23","H3284","waldows Cheese","C3284","3284","Cheddar Mix Cheese",360,41,14,88,"No"
"2022-10-02","H3285","Mary's Dairy Store","C3285","3285","Cheese Curds Cheese",411,48,16,104,"No"
"2021-10-28","H3286","Cheese Lovers","C3286","3286","Monterey Jack Cheese",947,130,42,282,"Yes"
"2022-06-24","H3287","Twin Oaks Cheese","C3287","3287"," Burrata Cheese",297,31,11,66,"No"
"2021-12-19","H3288","Mary's Dairy Store","C3288","3288","Pepper Jack Cheese",428,51,17,110,"No"
"2021-11-25","H3289","Surigiva Cheese Stop","C3289","3289","Camembert Cheese",328,36,12,77,"No"
"2021-11-27","H3290","Cheese Lovers","C3290","3290","Monterey Jack Cheese",949,130,43,283,"Yes"
"2022-05-03","H3291","Cheese Lovers","C3291","3291","Monterey Jack Cheese",952,131,43,284,"Yes"
"2021-10-10","H3292","waldows Cheese","C3292","3292","Camembert Cheese",353,40,13,85,"No"
"2022-01-31","H3293","Twin Oaks Cheese","C3293","3293"," Burrata Cheese",324,35,12,76,"No"
"2022-05-31","H3294","Seige at the Cheese","C3294","3294","Limburger Cheese",920,126,41,273,"Yes"
"2023-01-11","H3295","Saputo Cheese USA Inc","IPH295","3295","American Cheese",192,15,6,32,"No"
"2023-01-12","H3296","International Cheese Market","C3296","3296","Farmer Made Organic Cheese",756,101,33,219,"No"
"2022-09-30","H3297","Traditional goat cheese pizza","C3297","3297","Cotija Cheese",581,74,25,161,"No"
"2022-05-26","H3298","The Great Cheese","C3298","3298","Bocconcini Cheese",237,22,8,47,"No"
"2022-11-11","H3299","Saputo Cheese USA Inc","C3299","3299","Asiago Cheese",206,17,6,36,"No"
"2022-09-21","H3300","Popping Plaza","C3300","3300","Jarlsberg Cheese",891,121,40,264,"Yes"
"2022-03-05","H3301","Gorilla Pop Dairy","C3301","3301","Havati Cheese",870,118,39,257,"Yes"
"2022-09-15","H3302","Surigiva Cheese Stop","C3302","3302","Camembert Cheese",326,35,12,76,"No"
"2022-04-15","H3303","Trillium Go Cheese","C3303","3303","Emmental Cheese",662,87,28,188,"No"
"2021-10-03","H3304","Georges Mill Farm Artisan Cheese","C3304","3304","Blue Cheese",103,1,1,2,"No"
"2021-08-17","H3305","Bielers Cheese","C3305","3305","Blue Cheese",130,6,2,11,"No"
"2021-08-24","H3306","Georges Mill Farm Artisan Cheese","C3306","3306","Blue Cheese",104,2,1,2,"No"
"2021-12-12","H3307","Cheese Wheel Plaza","C3307","3307","Creame Cheese",631,82,27,177,"No"
"2022-10-31","H3308","Carnival Cheese","C3308","3308","Colby Cheese",506,63,21,136,"No"
"2023-01-24","H3309","Stonyman Gourmet Farmer","IPH309","3309","American Cheese",169,11,4,24,"No"
"2022-06-05","H3310","Twin Oaks Cheese","C3310","3310"," Burrata Cheese",306,32,11,70,"No"
"2022-02-24","H3311","Seige at the Cheese","C3311","3311","Limburger Cheese",920,126,41,274,"Yes"
"2021-09-23","H3312","The Flash Creamery","C3312","3312","Cheese Curds Cheese",397,46,16,100,"No"
"2022-01-24","H3313","Aditis CheeseCake Place","C3313","3313","Cold_Pack Cheese",548,69,23,150,"No"
"2021-12-02","H3314","Asus Blue Cheese","C3314","3314","Halloumi Cheese",799,107,35,233,"No"
"2022-04-01","H3315","waldows Cheese","C3315","3315","Cheddar Mix Cheese",373,43,14,92,"No"
"2022-03-24","H3316","Teetu Farm Cheese","C3316","3316","Colby Cheese",491,61,20,131,"No"
"2022-10-16","H3317","Seige at the Cheese","C3317","3317","Limburger Cheese",918,125,41,273,"Yes"
"2021-08-14","H3318","Gorilla Pop Dairy","C3318","3318","Jarlsberg Cheese",886,121,39,262,"Yes"
"2021-11-18","H3319","Item","C3319","3319","Item",997,138,45,299,"Yes"
"2021-08-25","H3320","Quit Sausage Cheese","C3320","3320","Gorgonzola Cheese",713,94,31,205,"No"
"2021-11-13","H3321","Clover Hill Dairy","C3321","3321"," Burrata Cheese",295,31,11,66,"No"
"2021-12-11","H3322","Welcome Cheese","C3322","3322","Gruyere Cheese",812,109,36,238,"No"
"2023-01-08","H3323","Nebraska Cheese Stop","C3323","3323","Havati Cheese",848,115,38,249,"Yes"
"2022-09-01","H3324","Ananyas Dream land for Cheese","C3324","3324","Cotija Cheese",564,72,24,155,"No"
"2022-09-24","H3325","Welcome Cheese","C3325","3325","Gruyere Cheese",825,111,36,242,"Yes"
"2022-07-20","H3326","International Cheese Market","C3326","3326","Farmer Made Organic Cheese",762,102,33,221,"No"
"2022-03-11","H3327","Trillium Go Cheese","C3327","3327","Creame Cheese",637,83,27,179,"No"
"2022-07-31","H3328","Trillium Go Cheese","C3328","3328","Creame Cheese",639,83,27,180,"No"
"2023-02-17","H3329","Gorilla Pop Dairy","C3329","3329","Jarlsberg Cheese",876,119,39,259,"Yes"
"2021-08-18","H3330","Stellum Cheese Museum","C3330","3330","Gorgonzola Cheese",737,98,32,213,"No"
"2021-09-22","H3331","Bielers Cheese","C3331","3331","Mozarilla Cheese",151,9,4,18,"No"
"2022-03-08","H3332","The Flash Creamery","C3332","3332","Cheddar Mix Cheese",382,44,15,95,"No"
"2021-11-14","H3333","Trillium Go Cheese","C3333","3333","Emmental Cheese",659,86,28,187,"No"
"2023-02-27","H3334","The Great Cheese","C3334","3334","Asiago Cheese",214,18,7,39,"No"
"2022-06-23","H3335","Cheese Lovers","C3335","3335","Monterey Jack Cheese",968,133,43,289,"Yes"
"2021-12-25","H3336","Ananyas Dream land for Cheese","C3336","3336","Cotija Cheese",556,70,23,153,"No"
"2022-07-07","H3337","Stellum Cheese Museum","C3337","3337","Gorgonzola Cheese",720,95,31,207,"No"
"2021-09-27","H3338","Popping Plaza","C3338","3338","Jarlsberg Cheese",893,122,40,265,"Yes"
"2021-12-10","H3339","Aditis CheeseCake Place","C3339","3339","Cold_Pack Cheese",545,69,23,149,"No"
"2022-01-20","H3340","Surigiva Cheese Stop","C3340","3340","Camembert Cheese",343,38,13,82,"No"
"2021-12-13","H3341","International Cheese Market","C3341","3341","Farmer Made Organic Cheese",760,101,33,220,"No"
"2022-12-09","H3342","Cheese Wheel Plaza","C3342","3342","Cottage Cheese",613,79,26,171,"No"
"2022-11-02","H3343","Item","C3343","3343","Item",985,136,44,295,"Yes"
"2022-05-22","H3344","Anish's Bakery ","C3344","3344","Swiss Cheese",460,56,19,121,"No"
"2021-08-06","H3345","Welcome Cheese","C3345","3345","Gruyere Cheese",816,110,36,239,"No"
"2022-04-24","H3346","Quit Sausage Cheese","C3346","3346","Feta Cheese",702,93,30,201,"No"
"2022-02-06","H3347","Ananyas Dream land for Cheese","C3347","3347","Cotija Cheese",560,71,23,154,"No"
"2021-10-21","H3348","Quit Sausage Cheese","C3348","3348","Feta Cheese",707,93,31,203,"No"
"2022-12-29","H3349","Caputo Brothers Creamery","C3349","3349","Brie Cheese",269,27,9,57,"No"
"2022-08-08","H3350","Aditis CheeseCake Place","C3350","3350","Cold_Pack Cheese",533,67,22,145,"No"
"2022-02-27","H3351","Seige at the Cheese","C3351","3351","Limburger Cheese",921,126,41,274,"Yes"
"2021-11-10","H3352","Georges Mill Farm Artisan Cheese","C3352","3352","Blue Cheese",102,1,1,2,"No"
"2022-12-20","H3353","Teetu Farm Cheese","C3353","3353","Swiss Cheese",485,60,20,129,"No"
"2022-11-08","H3354","Welcome Cheese","C3354","3354","Gruyere Cheese",817,110,36,239,"No"
"2021-11-20","H3355","Georges Mill Farm Artisan Cheese","C3355","3355","Blue Cheese",106,2,1,3,"No"
"2022-09-19","H3356","Georges Mill Farm Artisan Cheese","C3356","3356","Blue Cheese",113,3,2,5,"No"
"2022-04-12","H3357","Item","C3357","3357","Item",976,134,44,292,"Yes"
"2021-09-10","H3358","The Flash Creamery","C3358","3358","Cheese Curds Cheese",398,46,16,100,"No"
"2022-04-02","H3359","Carnival Cheese","C3359","3359","Colby Cheese",498,62,20,133,"No"
"2022-10-28","H3360","Quit Sausage Cheese","C3360","3360","Gorgonzola Cheese",713,94,31,205,"No"
"2021-12-15","H3361","Traditional goat cheese pizza","C3361","3361","Cottage Cheese",598,77,25,167,"No"
"2023-02-07","H3362","Clover Hill Dairy","C3362","3362","Brie Cheese",271,27,9,58,"No"
"2022-05-30","H3363","The Flash Creamery","C3363","3363","Cheese Curds Cheese",393,46,15,98,"No"
"2022-07-10","H3364","Saputo Cheese USA Inc","IPH364","3364","American Cheese",195,15,6,32,"No"
"2022-04-22","H3365","Asus Blue Cheese","C3365","3365","Halloumi Cheese",783,105,34,228,"No"
"2023-02-24","H3366","Welcome Cheese","C3366","3366","Gruyere Cheese",810,109,36,237,"No"
"2022-01-17","H3367","Item","C3367","3367","Item",973,134,44,291,"Yes"
"2022-02-08","H3368","Stellum Cheese Museum","C3368","3368","Gorgonzola Cheese",738,98,32,213,"No"
"2021-08-06","H3369","Caputo Brothers Creamery","C3369","3369","Bocconcini Cheese",250,24,8,51,"No"
"2022-11-25","H3370","Popping Plaza","C3370","3370","Jarlsberg Cheese",888,121,40,263,"Yes"
"2022-07-05","H3371","Teetu Farm Cheese","C3371","3371","Colby Cheese",493,61,20,131,"No"
"2023-01-17","H3372","Quit Sausage Cheese","C3372","3372","Gorgonzola Cheese",713,94,31,205,"No"
"2022-08-13","H3373","Stellum Cheese Museum","C3373","3373","Gorgonzola Cheese",727,97,32,209,"No"
"2021-08-29","H3374","Trillium Go Cheese","C3374","3374","Creame Cheese",645,84,28,182,"No"
"2022-11-13","H3375","Surigiva Cheese Stop","C3375","3375","Camembert Cheese",333,36,12,78,"No"
"2022-06-24","H3376","Quit Sausage Cheese","C3376","3376","Feta Cheese",701,92,30,201,"No"
"2021-09-17","H3377","Bielers Cheese","C3377","3377","Mozarilla Cheese",152,9,4,18,"No"
"2021-11-02","H3378","Nebraska Cheese Stop","C3378","3378","Havati Cheese",857,116,38,253,"Yes"
"2022-10-28","H3379","Quit Sausage Cheese","C3379","3379","Feta Cheese",701,93,30,201,"No"
"2022-09-13","H3380","Anish's Bakery ","C3380","3380","Pepper Jack Cheese",451,54,18,118,"No"
"2021-08-13","H3381","The Great Cheese","C3381","3381","Bocconcini Cheese",236,22,8,46,"No"
"2022-09-07","H3382","Twin Oaks Cheese","C3382","3382"," Burrata Cheese",316,34,12,73,"No"
"2021-11-21","H3383","Popping Plaza","C3383","3383","Jarlsberg Cheese",895,122,40,265,"Yes"
"2022-07-23","H3384","Stonyman Gourmet Farmer","IPH384","3384","American Cheese",175,12,5,26,"No"
"2022-06-18","H3385","Georges Mill Farm Artisan Cheese","C3385","3385","Blue Cheese",110,3,2,4,"No"
"2022-08-05","H3386","Item","C3386","3386","Item",991,137,45,297,"Yes"
"2021-10-25","H3387","Traditional goat cheese pizza","C3387","3387","Cottage Cheese",584,75,25,162,"No"
"2021-08-07","H3388","Anish's Bakery ","C3388","3388","Pepper Jack Cheese",446,54,18,116,"No"
"2022-07-13","H3389","Teetu Farm Cheese","C3389","3389","Swiss Cheese",483,59,20,128,"No"
"2022-02-15","H3390","Aditis CheeseCake Place","C3390","3390","Cold_Pack Cheese",529,66,22,143,"No"
"2022-07-04","H3391","The Great Cheese","C3391","3391","Asiago Cheese",218,19,7,40,"No"
"2022-08-20","H3392","Cheese Wheel Plaza","C3392","3392","Creame Cheese",627,81,27,176,"No"
"2022-01-26","H3393","Quit Sausage Cheese","C3393","3393","Feta Cheese",697,92,30,199,"No"
"2022-08-29","H3394","Traditional goat cheese pizza","C3394","3394","Cottage Cheese",598,77,25,166,"No"
"2022-03-29","H3395","Carnival Cheese","C3395","3395","Colby Cheese",503,62,21,135,"No"
"2022-03-08","H3396","Cheese Lovers","C3396","3396","Monterey Jack Cheese",958,132,43,286,"Yes"
"2022-03-20","H3397","Gorilla Pop Dairy","C3397","3397","Jarlsberg Cheese",876,119,39,259,"Yes"
"2022-07-06","H3398","Traditional goat cheese pizza","C3398","3398","Cottage Cheese",592,76,25,164,"No"
"2022-04-21","H3399","Surigiva Cheese Stop","C3399","3399","Camembert Cheese",338,37,13,80,"No"
"2022-04-01","H3400","Caputo Brothers Creamery","C3400","3400","Brie Cheese",262,26,9,55,"No"
"2022-01-22","H3401","Aditis CheeseCake Place","C3401","3401","Cold_Pack Cheese",535,67,22,146,"No"
"2022-10-11","H3402","Trillium Go Cheese","C3402","3402","Creame Cheese",645,84,28,182,"No"
"2022-02-11","H3403","waldows Cheese","C3403","3403","Cheddar Mix Cheese",370,42,14,91,"No"
"2022-10-11","H3404","Popping Plaza","C3404","3404","Jarlsberg Cheese",889,121,40,263,"Yes"
"2022-01-10","H3405","Popping Plaza","C3405","3405","Limburger Cheese",906,124,40,269,"Yes"
"2022-01-15","H3406","Ananyas Dream land for Cheese","C3406","3406","Cotija Cheese",552,70,23,151,"No"
"2023-02-16","H3407","waldows Cheese","C3407","3407","Cheddar Mix Cheese",368,42,14,90,"No"
"2022-06-04","H3408","Teetu Farm Cheese","C3408","3408","Swiss Cheese",484,60,20,129,"No"
"2022-01-11","H3409","Trillium Go Cheese","C3409","3409","Emmental Cheese",652,85,28,184,"No"
"2021-12-26","H3410","Traditional goat cheese pizza","C3410","3410","Cottage Cheese",593,76,25,165,"No"
"2022-08-19","H3411","waldows Cheese","C3411","3411","Cheddar Mix Cheese",371,42,14,91,"No"
"2023-02-15","H3412","Carnival Cheese","C3412","3412","Colby Cheese",511,64,21,137,"No"
"2023-02-02","H3413","Seige at the Cheese","C3413","3413","Limburger Cheese",917,125,41,272,"Yes"
"2021-10-14","H3414","Gorilla Pop Dairy","C3414","3414","Havati Cheese",860,117,38,253,"Yes"
"2021-12-28","H3415","International Cheese Market","C3415","3415","Farmer Made Organic Cheese",747,100,33,216,"No"
"2021-09-23","H3416","Trillium Go Cheese","C3416","3416","Emmental Cheese",655,86,28,186,"No"
"2022-07-25","H3417","Ananyas Dream land for Cheese","C3417","3417","Cotija Cheese",567,72,24,156,"No"
"2021-12-22","H3418","Stellum Cheese Museum","C3418","3418","Gorgonzola Cheese",728,97,32,210,"No"
"2021-11-14","H3419","Aditis CheeseCake Place","C3419","3419","Cold_Pack Cheese",548,69,23,150,"No"
"2022-04-12","H3420","Teetu Farm Cheese","C3420","3420","Swiss Cheese",467,57,19,123,"No"
"2021-08-24","H3421","Item","C3421","3421","Item",993,137,45,298,"Yes"
"2022-07-24","H3422","Quit Sausage Cheese","C3422","3422","Feta Cheese",700,92,30,200,"No"
"2023-02-19","H3423","Welcome Cheese","C3423","3423","Gruyere Cheese",811,109,36,237,"No"
"2022-09-11","H3424","Twin Oaks Cheese","C3424","3424"," Burrata Cheese",316,34,12,73,"No"
"2022-08-22","H3425","Stellum Cheese Museum","C3425","3425","Gorgonzola Cheese",728,97,32,210,"No"
"2022-02-14","H3426","Mary's Dairy Store","C3426","3426","Pepper Jack Cheese",424,50,17,109,"No"
"2023-01-08","H3427","Nebraska Cheese Stop","C3427","3427","Havati Cheese",850,115,38,250,"Yes"
"2022-04-20","H3428","Bielers Cheese","C3428","3428","Mozarilla Cheese",147,8,3,17,"No"
"2021-08-19","H3429","Item","C3429","3429","Item",972,134,44,291,"Yes"
"2022-08-21","H3430","Nebraska Cheese Stop","C3430","3430","Gruyere Cheese",833,113,37,245,"Yes"
"2022-12-09","H3431","Mary's Dairy Store","C3431","3431","Pepper Jack Cheese",422,50,17,108,"No"
"2022-04-24","H3432","The Flash Creamery","C3432","3432","Cheese Curds Cheese",393,46,15,98,"No"
"2022-05-28","H3433","Popping Plaza","C3433","3433","Limburger Cheese",909,124,41,270,"Yes"
"2021-10-31","H3434","Georges Mill Farm Artisan Cheese","C3434","3434","Blue Cheese",108,2,1,4,"No"
"2021-09-21","H3435","International Cheese Market","C3435","3435","Farmer Made Organic Cheese",771,103,34,224,"No"
"2021-09-19","H3436","Ananyas Dream land for Cheese","C3436","3436","Cotija Cheese",556,70,23,152,"No"
"2021-08-02","H3437","Twin Oaks Cheese","C3437","3437"," Burrata Cheese",319,34,12,74,"No"
"2022-05-09","H3438","Welcome Cheese","C3438","3438","Gruyere Cheese",827,112,37,242,"Yes"
"2022-08-27","H3439","The Flash Creamery","C3439","3439","Cheddar Mix Cheese",389,45,15,97,"No"
"2022-05-19","H3440","Carnival Cheese","C3440","3440","Cold_Pack Cheese",518,65,21,140,"No"
"2022-04-06","H3441","Cheese Wheel Plaza","C3441","3441","Creame Cheese",629,82,27,177,"No"
"2022-10-15","H3442","Carnival Cheese","C3442","3442","Colby Cheese",512,64,21,138,"No"
"2022-01-23","H3443","Trillium Go Cheese","C3443","3443","Emmental Cheese",651,85,28,184,"No"
"2023-01-19","H3444","Welcome Cheese","C3444","3444","Gruyere Cheese",826,112,37,242,"Yes"
"2021-11-12","H3445","Mary's Dairy Store","C3445","3445","Pepper Jack Cheese",430,51,17,111,"No"
"2021-12-28","H3446","Traditional goat cheese pizza","C3446","3446","Cottage Cheese",586,75,25,162,"No"
"2022-02-18","H3447","Caputo Brothers Creamery","C3447","3447","Bocconcini Cheese",259,25,9,54,"No"
"2022-07-18","H3448","Cheese Wheel Plaza","C3448","3448","Creame Cheese",627,81,27,176,"No"
"2022-04-17","H3449","Trillium Go Cheese","C3449","3449","Emmental Cheese",662,87,28,188,"No"
"2021-10-04","H3450","The Great Cheese","C3450","3450","Bocconcini Cheese",238,22,8,47,"No"
"2022-10-22","H3451","Traditional goat cheese pizza","C3451","3451","Cottage Cheese",603,77,26,168,"No"
"2023-02-02","H3452","Caputo Brothers Creamery","C3452","3452","Bocconcini Cheese",247,23,8,50,"No"
"2022-12-12","H3453","Anish's Bakery ","C3453","3453","Pepper Jack Cheese",449,54,18,117,"No"
"2021-09-25","H3454","Georges Mill Farm Artisan Cheese","C3454","3454","Blue Cheese",107,2,1,3,"No"
"2022-04-29","H3455","waldows Cheese","C3455","3455","Cheddar Mix Cheese",365,41,14,89,"No"
"2023-02-22","H3456","Welcome Cheese","C3456","3456","Gruyere Cheese",816,110,36,239,"No"
"2022-02-27","H3457","Anish's Bakery ","C3457","3457","Pepper Jack Cheese",438,52,18,113,"No"
"2022-08-23","H3458","Cheese Lovers","C3458","3458","Monterey Jack Cheese",965,133,43,288,"Yes"
"2022-08-16","H3459","Teetu Farm Cheese","C3459","3459","Swiss Cheese",480,59,20,127,"No"
"2021-08-04","H3460","Asus Blue Cheese","C3460","3460","Halloumi Cheese",800,107,35,233,"No"
"2022-11-09","H3461","The Flash Creamery","C3461","3461","Cheese Curds Cheese",409,48,16,104,"No"
"2023-02-03","H3462","Cheese Wheel Plaza","C3462","3462","Cottage Cheese",609,78,26,170,"No"
"2021-08-26","H3463","Nebraska Cheese Stop","C3463","3463","Havati Cheese",847,115,38,249,"Yes"
"2022-08-01","H3464","Gorilla Pop Dairy","C3464","3464","Havati Cheese",866,118,38,255,"Yes"
"2022-11-24","H3465","International Cheese Market","C3465","3465","Farmer Made Organic Cheese",764,102,33,222,"No"
"2021-12-05","H3466","Stonyman Gourmet Farmer","IPH466","3466","American Cheese",170,12,4,24,"No"
"2022-10-26","H3467","Seige at the Cheese","C3467","3467","Limburger Cheese",923,126,41,275,"Yes"
"2022-08-29","H3468","Seige at the Cheese","C3468","3468","Limburger Cheese",934,128,42,278,"Yes"
"2022-02-28","H3469","Aditis CheeseCake Place","C3469","3469","Cold_Pack Cheese",549,69,23,150,"No"
"2022-03-03","H3470","Carnival Cheese","C3470","3470","Cold_Pack Cheese",522,65,22,141,"No"
