"Harvested_Date","IP_ID","Quantity","Ref_Person_Location_ID","IP_Date","Subsequent_ID","Outbreak"
"2022-07-29","4851",844,114,"2022-08-03","R4851","no"
"2021-09-05","4852",863,117,"2021-09-09","R4852","no"
"2022-02-02","4853",715,95,"2022-02-06","R4853","no"
"2022-02-07","4854",398,46,"2022-02-12","R4854","no"
"2022-10-30","4855",548,69,"2022-11-05","R4855","no"
"2022-12-22","4856",755,101,"2022-12-28","R4856","no"
"2023-02-02","4857",400,47,"2023-02-07","R4857","no"
"2022-05-04","4858",790,106,"2022-05-09","R4858","no"
"2022-01-03","4859",300,31,"2022-01-07","R4859","no"
"2023-03-08","4860",708,94,"2023-03-14","R4860","no"
"2023-03-15","4861",275,28,"2023-03-21","R4861","no"
"2022-04-27","4862",628,81,"2022-05-02","R4862","no"
"2022-01-27","4863",709,94,"2022-02-01","R4863","no"
"2022-02-17","4864",592,76,"2022-02-22","R4864","no"
"2022-04-25","4865",432,52,"2022-04-30","R4865","no"
"2022-05-15","4866",329,36,"2022-05-20","R4866","no"
"2022-12-05","4867",231,21,"2022-12-11","R4867","no"
"2022-07-27","4868",799,107,"2022-08-01","R4868","no"
"2022-12-25","4869",707,93,"2022-12-31","R4869","no"
"2022-03-04","4870",792,106,"2022-03-09","R4870","no"
"2021-10-29","4871",222,20,"2021-11-02","R4871","no"
"2022-06-15","4872",157,10,"2022-06-20","R4872","no"
"2021-12-08","4873",607,78,"2021-12-12","R4873","no"
"2023-02-17","4874",343,38,"2023-02-23","R4874","no"
"2022-02-01","4875",114,3,"2022-02-05","R4875","no"
"2022-04-24","4876",684,90,"2022-04-29","R4876","no"
"2021-09-24","4877",748,100,"2021-09-28","R4877","no"
"2021-12-09","4878",634,82,"2021-12-14","R4878","no"
"2022-09-01","4879",944,129,"2022-09-07","R4879","yes"
"2022-11-06","4880",317,34,"2022-11-12","R4880","no"
"2022-12-12","4881",943,129,"2022-12-18","R4881","yes"
"2022-05-26","4882",895,122,"2022-05-31","R4882","no"
"2022-07-18","4883",971,134,"2022-07-23","R4883","yes"
"2022-07-01","4884",165,11,"2022-07-06","R4884","no"
"2022-09-11","4885",653,85,"2022-09-17","R4885","no"
"2021-08-10","4886",552,70,"2021-08-14","R4886","no"
"2021-10-10","4887",424,50,"2021-10-15","R4887","no"
"2022-10-27","4888",579,74,"2022-11-01","R4888","no"
"2022-08-20","4889",764,102,"2022-08-26","R4889","no"
"2022-09-11","4890",586,75,"2022-09-16","R4890","no"
"2023-01-19","4891",254,24,"2023-01-25","R4891","no"
"2021-10-29","4892",382,44,"2021-11-02","R4892","no"
"2022-12-03","4893",478,58,"2022-12-09","R4893","no"
"2022-12-19","4894",423,50,"2022-12-24","R4894","no"
"2021-12-12","4895",964,132,"2021-12-16","R4895","yes"
"2022-09-28","4896",132,6,"2022-10-04","R4896","no"
"2021-11-12","4897",301,32,"2021-11-16","R4897","no"
"2022-09-08","4898",827,112,"2022-09-13","R4898","no"
"2022-02-25","4899",215,19,"2022-03-02","R4899","no"
"2023-03-21","4900",877,119,"2023-03-27","R4900","no"
"2022-07-10","4901",361,41,"2022-07-15","R4901","no"
"2022-08-30","4902",901,123,"2022-09-05","R4902","no"
"2022-10-10","4903",654,85,"2022-10-16","R4903","no"
"2021-12-10","4904",757,101,"2021-12-15","R4904","no"
"2022-02-11","4905",916,125,"2022-02-16","R4905","yes"
"2022-10-23","4906",950,130,"2022-10-28","R4906","yes"
"2021-08-28","4907",988,136,"2021-09-01","R4907","yes"
"2022-08-14","4908",442,53,"2022-08-19","R4908","no"
"2022-11-05","4909",646,84,"2022-11-10","R4909","no"
"2022-12-13","4910",650,85,"2022-12-19","R4910","no"
"2021-11-13","4911",723,96,"2021-11-17","R4911","no"
"2022-09-17","4912",654,85,"2022-09-23","R4912","no"
"2023-02-03","4913",125,5,"2023-02-09","R4913","no"
"2022-02-03","4914",264,26,"2022-02-07","R4914","no"
"2021-11-02","4915",252,24,"2021-11-06","R4915","no"
"2022-01-19","4916",813,110,"2022-01-24","R4916","no"
"2022-01-09","4917",793,106,"2022-01-13","R4917","no"
"2022-05-09","4918",317,34,"2022-05-14","R4918","no"
"2021-11-22","4919",779,104,"2021-11-26","R4919","no"
"2022-08-20","4920",844,114,"2022-08-25","R4920","no"
"2022-06-12","4921",283,29,"2022-06-17","R4921","no"
"2022-04-13","4922",858,116,"2022-04-18","R4922","no"
"2022-10-31","4923",847,115,"2022-11-06","R4923","no"
"2022-06-29","4924",770,103,"2022-07-04","R4924","no"
"2021-12-03","4925",782,105,"2021-12-07","R4925","no"
"2022-11-07","4926",885,121,"2022-11-13","R4926","no"
"2022-10-19","4927",528,66,"2022-10-25","R4927","no"
"2022-11-30","4928",118,4,"2022-12-06","R4928","no"
"2022-12-10","4929",532,67,"2022-12-15","R4929","no"
"2021-12-13","4930",703,93,"2021-12-18","R4930","no"
"2021-11-28","4931",952,131,"2021-12-03","R4931","yes"
"2022-04-29","4932",848,115,"2022-05-04","R4932","no"
"2022-08-01","4933",819,110,"2022-08-06","R4933","no"
"2022-10-27","4934",437,52,"2022-11-01","R4934","no"
"2023-01-13","4935",697,92,"2023-01-19","R4935","no"
"2022-04-19","4936",664,87,"2022-04-24","R4936","no"
"2021-12-13","4937",341,38,"2021-12-17","R4937","no"
"2021-10-24","4938",115,3,"2021-10-28","R4938","no"
"2022-03-02","4939",157,10,"2022-03-06","R4939","no"
"2022-11-10","4940",383,44,"2022-11-15","R4940","no"
"2021-12-20","4941",771,103,"2021-12-25","R4941","no"
"2022-05-11","4942",836,113,"2022-05-16","R4942","no"
"2022-04-25","4943",593,76,"2022-04-30","R4943","no"
"2022-12-02","4944",791,106,"2022-12-07","R4944","no"
"2022-12-02","4945",889,121,"2022-12-08","R4945","no"
"2022-07-24","4946",767,102,"2022-07-30","R4946","no"
"2022-06-03","4947",992,137,"2022-06-08","R4947","yes"
"2022-09-23","4948",329,36,"2022-09-29","R4948","no"
"2022-01-29","4949",109,2,"2022-02-03","R4949","no"
"2021-12-18","4950",903,123,"2021-12-22","R4950","no"
"2022-06-30","4951",788,106,"2022-07-05","R4951","no"
"2022-05-31","4952",913,125,"2022-06-05","R4952","yes"
"2022-02-15","4953",657,86,"2022-02-20","R4953","no"
"2022-12-24","4954",970,133,"2022-12-30","R4954","yes"
"2022-02-11","4955",975,134,"2022-02-15","R4955","yes"
"2023-02-05","4956",330,36,"2023-02-11","R4956","no"
"2022-02-01","4957",233,21,"2022-02-06","R4957","no"
"2021-10-28","4958",636,83,"2021-11-01","R4958","no"
"2022-10-12","4959",700,92,"2022-10-17","R4959","no"
"2022-08-29","4960",582,74,"2022-09-03","R4960","no"
"2021-08-14","4961",741,99,"2021-08-18","R4961","no"
"2021-09-18","4962",165,11,"2021-09-22","R4962","no"
"2022-02-15","4963",214,18,"2022-02-19","R4963","no"
"2021-08-02","4964",343,38,"2021-08-06","R4964","no"
"2022-06-04","4965",505,63,"2022-06-09","R4965","no"
"2022-01-20","4966",714,94,"2022-01-25","R4966","no"
"2022-07-27","4967",909,124,"2022-08-01","R4967","no"
"2022-09-06","4968",576,73,"2022-09-12","R4968","no"
"2022-05-05","4969",510,63,"2022-05-10","R4969","no"
"2021-08-03","4970",585,75,"2021-08-07","R4970","no"
"2022-07-25","4971",271,27,"2022-07-30","R4971","no"
"2022-05-23","4972",222,20,"2022-05-28","R4972","no"
"2022-08-16","4973",209,18,"2022-08-21","R4973","no"
"2022-12-24","4974",669,88,"2022-12-30","R4974","no"
"2022-12-13","4975",438,53,"2022-12-19","R4975","no"
"2021-10-07","4976",876,119,"2021-10-11","R4976","no"
"2022-05-28","4977",450,54,"2022-06-02","R4977","no"
"2022-11-08","4978",589,75,"2022-11-14","R4978","no"
"2022-08-25","4979",855,116,"2022-08-30","R4979","no"
"2022-01-14","4980",831,112,"2022-01-19","R4980","no"
"2023-01-20","4981",930,127,"2023-01-26","R4981","yes"
"2022-12-01","4982",229,21,"2022-12-07","R4982","no"
"2022-01-18","4983",181,13,"2022-01-23","R4983","no"
"2021-11-02","4984",897,122,"2021-11-07","R4984","no"
"2022-05-01","4985",476,58,"2022-05-06","R4985","no"
"2021-09-09","4986",470,57,"2021-09-13","R4986","no"
"2022-09-02","4987",226,20,"2022-09-07","R4987","no"
"2023-01-21","4988",537,68,"2023-01-27","R4988","no"
"2021-11-07","4989",403,47,"2021-11-11","R4989","no"
"2021-11-05","4990",462,56,"2021-11-09","R4990","no"
"2021-11-27","4991",454,55,"2021-12-02","R4991","no"
"2022-05-22","4992",450,54,"2022-05-27","R4992","no"
"2022-04-19","4993",217,19,"2022-04-24","R4993","no"
"2022-05-21","4994",395,46,"2022-05-26","R4994","no"
"2022-05-29","4995",910,124,"2022-06-03","R4995","yes"
"2022-08-08","4996",997,138,"2022-08-13","R4996","yes"
"2022-07-12","4997",682,90,"2022-07-17","R4997","no"
"2023-02-16","4998",666,87,"2023-02-21","R4998","no"
"2022-11-26","4999",713,94,"2022-12-02","R4999","no"
"2022-12-17","5000",153,9,"2022-12-23","R5000","no"
